order_id,user_id,order_date,order_status,total_amount
O00004181,U008058,10/05/2025 10:54,shipped,9720
O00004182,U005907,12/04/2024 15:59,processing,50870
O00004183,U002851,07/11/2024 16:45,completed,56360
O00004184,U003889,18/04/2025 20:56,shipped,48930
O00004185,U006202,12/04/2025 22:01,cancelled,43090
O00004186,U000464,20/03/2025 19:11,completed,58530
O00004187,U006050,10/01/2025 21:57,cancelled,39250
O00004188,U003874,08/10/2024 18:27,completed,10750
O00004189,U009886,17/07/2024 07:10,cancelled,6750
O00004190,U008507,24/10/2025 15:17,cancelled,130737
O00004191,U005176,01/03/2025 17:42,processing,13500
O00004192,U009379,02/10/2024 10:08,processing,9450
O00004193,U003295,22/10/2025 01:32,completed,28650
O00004194,U007596,22/06/2024 17:22,completed,17350
O00004195,U004975,09/03/2024 22:03,cancelled,57000
O00004196,U008712,19/02/2024 17:04,completed,2550
O00004197,U007918,23/06/2025 10:38,processing,7350
O00004198,U008382,06/01/2025 14:16,processing,3270
O00004199,U005087,20/05/2024 04:39,shipped,6930
O00004200,U000925,10/05/2025 10:19,shipped,32200
O00004201,U006660,13/09/2025 10:37,shipped,21600
O00004202,U001189,21/03/2025 02:09,shipped,38340
O00004203,U004698,03/09/2025 00:31,cancelled,12000
O00004204,U005807,18/05/2024 19:41,shipped,58270
O00004205,U007936,18/10/2025 10:32,cancelled,12660
O00004206,U005602,04/08/2024 12:29,completed,22440
O00004207,U000101,08/03/2025 07:28,cancelled,19190
O00004208,U004975,03/09/2025 22:12,shipped,48500
O00004209,U003735,10/05/2024 10:42,cancelled,10170
O00004210,U009179,24/07/2024 01:07,returned,102250
O00004211,U007254,17/06/2025 12:29,returned,6650
O00004212,U003397,19/09/2024 16:26,processing,40200
O00004213,U000658,15/06/2025 07:44,cancelled,20100
O00004214,U007856,10/07/2025 21:06,shipped,197500
O00004215,U009149,15/09/2025 17:08,returned,21600
O00004216,U002139,12/10/2025 16:45,shipped,83250
O00004217,U008066,13/06/2025 07:39,shipped,4550
O00004218,U001558,16/09/2024 12:53,completed,9360
O00004219,U004308,02/05/2024 21:20,shipped,15750
O00004220,U006099,12/02/2024 01:01,completed,28350
O00004221,U003630,17/03/2025 08:19,processing,130180
O00004222,U003694,05/09/2025 11:26,completed,65400
O00004223,U001685,03/02/2024 12:10,returned,1950
O00004224,U002465,11/07/2024 08:38,shipped,7950
O00004225,U008076,02/10/2025 21:02,returned,104182
O00004226,U003538,14/08/2025 16:51,shipped,13050
O00004227,U007119,31/05/2025 00:55,returned,76140
O00004228,U001160,05/11/2024 04:44,cancelled,55020
O00004229,U008142,17/02/2024 23:57,processing,173350
O00004230,U000752,09/04/2024 23:13,shipped,2240
O00004231,U006686,23/01/2024 13:27,shipped,12120
O00004232,U005567,07/08/2025 20:26,shipped,26044
O00004233,U001757,10/06/2024 15:42,completed,72900
O00004234,U000934,30/06/2024 16:56,returned,28955
O00004235,U004453,10/11/2024 03:27,returned,17500
O00004236,U006707,22/01/2025 07:17,shipped,7500
O00004237,U009717,30/07/2024 12:42,shipped,89330
O00004238,U003387,30/01/2025 23:56,cancelled,22405
O00004239,U008868,08/04/2024 04:30,processing,45500
O00004240,U003901,18/05/2025 16:56,cancelled,17800
O00004241,U001565,26/11/2024 18:02,completed,3120
O00004242,U000411,23/03/2025 20:33,shipped,24950
O00004243,U005554,26/07/2025 17:01,returned,338610
O00004244,U006543,28/05/2024 16:19,processing,20000
O00004245,U000183,23/08/2025 03:58,completed,18900
O00004246,U004009,13/03/2025 22:16,processing,28530
O00004247,U006203,01/05/2024 19:16,returned,67500
O00004248,U004762,06/04/2025 04:58,returned,7250
O00004249,U009005,25/06/2025 03:29,shipped,37650
O00004250,U008697,14/07/2024 23:44,processing,50106
O00004251,U008872,16/10/2025 19:40,processing,40140
O00004252,U008408,03/03/2025 10:21,shipped,4500
O00004253,U009954,08/06/2024 21:38,cancelled,5850
O00004254,U000827,03/07/2025 22:39,completed,42400
O00004255,U002236,09/08/2024 19:00,returned,135710
O00004256,U005308,29/06/2025 05:14,processing,11250
O00004257,U007915,21/04/2024 20:15,processing,10000
O00004258,U009517,09/06/2025 20:01,shipped,31500
O00004259,U004765,07/04/2025 09:44,processing,9450
O00004260,U002279,17/09/2025 21:11,completed,37520
O00004261,U003811,05/10/2024 18:04,completed,42000
O00004262,U001391,10/09/2024 22:44,cancelled,11804
O00004263,U009195,25/09/2025 20:51,returned,3150
O00004264,U000329,16/11/2024 18:40,cancelled,22596
O00004265,U004104,13/07/2024 16:04,completed,5150
O00004266,U002249,03/03/2024 09:24,cancelled,45700
O00004267,U007878,29/08/2025 21:43,processing,4360
O00004268,U007153,30/01/2024 23:41,cancelled,52300
O00004269,U002440,30/07/2024 09:58,shipped,92040
O00004270,U004525,04/01/2024 01:50,shipped,52355
O00004271,U000768,02/02/2024 20:23,cancelled,4550
O00004272,U008420,21/07/2025 23:08,returned,104940
O00004273,U008295,08/08/2024 10:50,returned,39540
O00004274,U001097,27/10/2025 06:54,shipped,40450
O00004275,U001790,15/02/2025 22:08,processing,119428
O00004276,U003361,09/09/2025 11:33,completed,9000
O00004277,U003177,04/09/2025 11:04,completed,2670
O00004278,U004575,01/08/2024 01:25,processing,36230
O00004279,U004741,08/01/2024 06:15,returned,70120
O00004280,U003213,17/11/2024 20:20,processing,19960
O00004281,U000479,15/05/2025 00:10,completed,20930
O00004282,U008118,25/06/2024 03:33,returned,11400
O00004283,U008775,03/06/2024 22:00,completed,21700
O00004284,U009107,02/04/2024 08:46,completed,48730
O00004285,U006966,28/10/2025 04:13,returned,38280
O00004286,U003987,24/03/2024 14:23,shipped,192870
O00004287,U002620,07/01/2024 09:13,completed,93180
O00004288,U001746,11/01/2024 22:54,returned,3300
O00004289,U007745,02/09/2025 12:39,processing,14700
O00004290,U006439,15/03/2025 15:52,shipped,140670
O00004291,U005470,15/04/2024 15:25,completed,53380
O00004292,U000097,11/05/2024 18:01,completed,31430
O00004293,U007940,14/02/2024 13:02,completed,13560
O00004294,U006388,05/06/2024 17:33,completed,8600
O00004295,U003649,17/06/2024 22:19,processing,4500
O00004296,U005877,10/01/2024 16:25,completed,15000
O00004297,U003209,21/05/2025 10:21,completed,28980
O00004298,U001132,23/04/2024 17:52,shipped,87430
O00004299,U009768,29/07/2024 19:30,cancelled,81000
O00004300,U005376,18/02/2024 10:59,processing,11000
O00004301,U007378,26/01/2025 23:47,processing,30430
O00004302,U006532,05/11/2024 18:16,returned,215870
O00004303,U004183,05/12/2024 05:53,returned,114390
O00004304,U002322,07/05/2024 03:26,shipped,11340
O00004305,U003123,18/05/2024 17:08,shipped,124750
O00004306,U005084,21/03/2025 02:51,cancelled,9450
O00004307,U001189,03/05/2025 15:41,returned,1500
O00004308,U001565,24/02/2025 16:10,shipped,25660
O00004309,U002682,30/03/2024 22:03,returned,164940
O00004310,U007554,25/06/2025 18:51,cancelled,26780
O00004311,U006038,17/05/2024 12:16,shipped,122330
O00004312,U004761,26/09/2025 21:35,processing,91000
O00004313,U000488,10/01/2025 15:14,cancelled,33000
O00004314,U008057,26/09/2024 00:14,processing,31000
O00004315,U003633,07/03/2024 16:42,completed,32300
O00004316,U000606,06/02/2025 16:28,processing,22100
O00004317,U006568,24/04/2024 13:12,processing,43580
O00004318,U004306,11/01/2024 20:10,returned,154880
O00004319,U006864,11/05/2024 20:24,completed,44580
O00004320,U007541,03/09/2024 16:05,cancelled,44280
O00004321,U008877,09/10/2025 04:49,completed,42430
O00004322,U003266,19/03/2024 05:28,processing,91040
O00004323,U007982,01/11/2025 15:44,processing,113180
O00004324,U009229,17/09/2025 16:46,returned,17100
O00004325,U006791,01/09/2024 02:50,processing,5670
O00004326,U000371,23/12/2024 00:29,shipped,24300
O00004327,U002381,26/02/2024 18:57,shipped,14100
O00004328,U003239,29/03/2025 01:19,completed,65670
O00004329,U008499,14/02/2024 20:55,processing,11950
O00004330,U009290,21/10/2024 12:42,cancelled,34320
O00004331,U006177,11/09/2025 16:28,cancelled,13750
O00004332,U005307,10/04/2024 15:20,completed,36210
O00004333,U004358,18/03/2024 14:57,cancelled,39750
O00004334,U008824,16/03/2024 20:28,completed,45650
O00004335,U005420,28/02/2024 23:22,returned,95590
O00004336,U001048,30/05/2024 14:40,returned,14700
O00004337,U005897,17/08/2025 11:58,cancelled,19144
O00004338,U006129,27/04/2025 14:51,processing,45500
O00004339,U001493,18/05/2024 00:13,returned,2640
O00004340,U006516,24/02/2024 14:51,cancelled,4550
O00004341,U002719,09/12/2024 21:54,returned,12040
O00004342,U009261,23/12/2024 00:21,completed,106000
O00004343,U000399,22/03/2024 22:50,completed,17940
O00004344,U008469,23/03/2024 19:21,completed,36600
O00004345,U004894,17/05/2024 20:53,processing,25120
O00004346,U006618,14/11/2024 02:01,completed,109810
O00004347,U008538,07/09/2024 22:13,cancelled,28440
O00004348,U004178,05/04/2025 04:12,returned,26000
O00004349,U004359,02/04/2024 10:30,processing,19800
O00004350,U009799,22/11/2024 09:17,returned,76170
O00004351,U005496,03/03/2025 23:12,completed,16170
O00004352,U008115,19/03/2024 00:26,processing,41500
O00004353,U007298,13/06/2025 20:10,returned,10500
O00004354,U007379,24/05/2024 11:30,cancelled,5040
O00004355,U009294,19/01/2024 17:07,processing,23800
O00004356,U001479,17/12/2024 15:51,returned,66840
O00004357,U004306,26/04/2025 22:45,completed,60000
O00004358,U006081,29/10/2025 00:55,cancelled,22000
O00004359,U001981,29/01/2025 22:41,returned,25800
O00004360,U003147,28/07/2024 00:38,processing,116700
O00004361,U005229,24/10/2024 18:36,shipped,29410
O00004362,U005771,10/09/2024 17:15,processing,85930
O00004363,U005577,11/08/2024 04:39,processing,41970
O00004364,U003210,01/04/2024 11:07,processing,104270
O00004365,U002490,22/01/2024 15:59,completed,14790
O00004366,U007368,18/12/2024 23:09,cancelled,33520
O00004367,U007263,01/11/2025 15:12,cancelled,57220
O00004368,U007326,27/05/2024 10:27,cancelled,40550
O00004369,U006128,23/10/2025 06:01,processing,5970
O00004370,U005686,02/07/2024 01:04,processing,67440
O00004371,U007001,21/01/2025 12:33,shipped,36600
O00004372,U004315,05/07/2024 09:27,shipped,20800
O00004373,U004313,09/06/2024 15:55,shipped,58300
O00004374,U004502,26/07/2024 16:01,shipped,14000
O00004375,U003890,10/11/2024 19:11,shipped,5400
O00004376,U001544,22/07/2025 05:43,completed,33250
O00004377,U003549,12/12/2024 07:38,shipped,7330
O00004378,U000391,08/08/2025 12:48,cancelled,7800
O00004379,U007427,10/01/2024 20:40,processing,38430
O00004380,U008670,29/07/2025 08:59,processing,4200
O00004381,U006445,17/02/2024 22:04,returned,4805
O00004382,U008954,16/10/2025 19:38,completed,15300
O00004383,U007097,09/05/2025 03:02,cancelled,37600
O00004384,U007594,07/09/2025 08:25,returned,7000
O00004385,U000372,05/05/2024 14:36,completed,29400
O00004386,U005727,16/01/2024 03:11,cancelled,10750
O00004387,U007045,13/10/2025 14:13,processing,22800
O00004388,U003658,10/03/2024 23:49,processing,22790
O00004389,U006159,26/07/2025 04:14,shipped,50740
O00004390,U004044,22/02/2024 03:57,processing,4000
O00004391,U001631,15/09/2025 20:12,cancelled,20510
O00004392,U006210,16/09/2025 19:50,processing,5600
O00004393,U002155,12/04/2024 07:56,shipped,22500
O00004394,U005375,21/05/2024 11:12,returned,13800
O00004395,U009483,31/12/2024 01:59,returned,53850
O00004396,U008261,26/03/2025 00:17,cancelled,5600
O00004397,U007521,14/10/2025 18:09,completed,10000
O00004398,U006538,14/08/2025 04:32,processing,40500
O00004399,U003339,16/04/2024 04:08,completed,63720
O00004400,U009030,08/02/2024 20:32,processing,24750
O00004401,U006601,17/02/2024 14:22,cancelled,35860
O00004402,U007115,07/05/2025 19:41,shipped,23860
O00004403,U000819,06/02/2024 11:04,cancelled,16200
O00004404,U005269,16/01/2024 15:24,cancelled,74640
O00004405,U002267,22/10/2025 09:20,processing,47271
O00004406,U006871,11/06/2025 00:11,cancelled,38750
O00004407,U009165,09/08/2024 05:09,processing,27670
O00004408,U006421,18/09/2025 16:04,shipped,35846
O00004409,U006660,04/12/2024 02:11,completed,32150
O00004410,U005284,27/06/2025 16:07,cancelled,44400
O00004411,U007747,09/06/2024 19:43,shipped,9950
O00004412,U007571,28/07/2024 13:07,shipped,38950
O00004413,U000638,06/09/2025 20:46,cancelled,28880
O00004414,U004306,17/09/2024 01:03,processing,9540
O00004415,U005657,23/10/2024 19:32,cancelled,20400
O00004416,U005565,22/12/2024 21:14,completed,15570
O00004417,U002701,17/03/2024 13:29,shipped,84510
O00004418,U000016,16/12/2024 04:46,completed,79650
O00004419,U001051,03/02/2025 10:57,returned,64930
O00004420,U001705,24/05/2025 13:34,returned,28630
O00004421,U007044,06/07/2024 02:39,processing,8800
O00004422,U007941,11/03/2024 14:03,completed,61240
O00004423,U009752,18/11/2024 10:37,processing,19050
O00004424,U006269,27/03/2025 14:45,returned,81190
O00004425,U005376,18/04/2024 23:26,completed,29890
O00004426,U003639,12/01/2025 23:16,cancelled,16500
O00004427,U008049,02/11/2025 14:28,cancelled,48000
O00004428,U001668,29/05/2025 23:39,completed,21040
O00004429,U007717,15/05/2024 18:42,completed,3100
O00004430,U005938,15/02/2025 08:22,shipped,60080
O00004431,U003135,26/01/2024 20:21,processing,4550
O00004432,U003124,03/10/2024 10:44,shipped,12280
O00004433,U006894,30/09/2024 12:42,completed,1470
O00004434,U008662,10/02/2025 09:59,returned,9000
O00004435,U008251,21/10/2025 10:57,shipped,57000
O00004436,U002140,16/08/2024 08:04,shipped,22320
O00004437,U004572,16/06/2024 01:45,shipped,11940
O00004438,U005320,02/06/2025 23:00,shipped,3250
O00004439,U005535,14/11/2025 11:20,shipped,21600
O00004440,U001454,05/11/2024 07:39,completed,48640
O00004441,U009406,20/03/2025 07:38,processing,28840
O00004442,U002268,25/08/2024 10:45,cancelled,64330
O00004443,U004900,10/05/2024 07:28,processing,20720
O00004444,U002828,05/09/2024 04:06,processing,51530
O00004445,U002934,21/09/2024 18:09,processing,4950
O00004446,U000704,06/04/2024 11:08,cancelled,68550
O00004447,U005288,21/02/2024 12:14,completed,6600
O00004448,U000040,16/04/2025 22:21,cancelled,28610
O00004449,U000219,10/08/2025 02:34,completed,64500
O00004450,U002249,24/08/2025 02:24,cancelled,9000
O00004451,U003225,25/11/2024 21:36,processing,18300
O00004452,U008185,23/11/2024 19:09,shipped,94300
O00004453,U000582,20/10/2024 08:44,returned,99205
O00004454,U009060,06/04/2025 22:30,shipped,97040
O00004455,U004031,02/08/2025 13:40,returned,44920
O00004456,U000564,03/09/2025 00:21,completed,105150
O00004457,U005357,13/11/2025 17:40,returned,102060
O00004458,U006319,09/05/2025 12:48,processing,25200
O00004459,U008673,14/06/2024 11:08,processing,32950
O00004460,U008249,09/09/2025 01:00,cancelled,19380
O00004461,U004779,14/06/2025 01:52,cancelled,15000
O00004462,U003946,24/07/2025 17:40,completed,18490
O00004463,U005829,05/01/2025 20:32,cancelled,118010
O00004464,U007625,27/11/2024 09:19,shipped,8400
O00004465,U008454,22/03/2024 20:58,completed,6430
O00004466,U006096,16/08/2024 09:25,shipped,120540
O00004467,U001214,02/11/2025 00:17,shipped,130810
O00004468,U001605,04/01/2025 18:47,shipped,55000
O00004469,U000309,03/02/2024 11:32,processing,24870
O00004470,U005413,28/03/2024 14:04,shipped,55620
O00004471,U006911,28/04/2025 20:36,completed,64250
O00004472,U000180,08/03/2024 15:06,processing,30180
O00004473,U001264,18/10/2025 15:33,cancelled,27650
O00004474,U008344,27/08/2024 16:03,returned,65600
O00004475,U003946,14/09/2025 18:34,processing,49590
O00004476,U009706,01/03/2024 17:00,shipped,11590
O00004477,U000801,21/04/2025 23:18,cancelled,22870
O00004478,U000043,20/10/2025 07:18,shipped,69900
O00004479,U003796,29/09/2025 16:02,returned,42150
O00004480,U004320,06/06/2025 05:19,returned,10850
O00004481,U006763,14/12/2024 21:17,shipped,111034
O00004482,U008024,02/08/2024 07:10,completed,17810
O00004483,U007994,17/03/2024 02:55,cancelled,22750
O00004484,U003641,05/03/2025 02:57,shipped,41800
O00004485,U004214,11/05/2024 02:30,returned,80090
O00004486,U001916,15/12/2024 05:23,processing,146120
O00004487,U007095,25/03/2025 09:56,shipped,17500
O00004488,U004657,29/07/2024 02:06,shipped,43400
O00004489,U001071,05/05/2025 14:42,returned,13470
O00004490,U008011,01/04/2025 15:51,returned,16700
O00004491,U000642,10/05/2025 19:43,completed,20740
O00004492,U004392,04/10/2024 08:34,returned,71710
O00004493,U001569,15/06/2024 17:14,returned,163490
O00004494,U004990,10/10/2025 11:22,cancelled,10750
O00004495,U000482,26/04/2025 16:56,shipped,146580
O00004496,U003543,30/10/2024 01:19,returned,66540
O00004497,U004751,14/03/2024 09:34,cancelled,31850
O00004498,U006863,20/02/2024 06:23,returned,62910
O00004499,U002923,10/06/2025 05:09,shipped,5065
O00004500,U003358,29/10/2024 06:25,returned,120370
O00004501,U005084,19/02/2025 09:31,returned,52150
O00004502,U008989,10/10/2025 14:52,processing,97300
O00004503,U007609,22/08/2025 20:43,processing,41950
O00004504,U004111,04/01/2024 23:39,cancelled,94990
O00004505,U002679,27/09/2025 01:53,returned,25830
O00004506,U002096,15/07/2025 16:42,cancelled,56390
O00004507,U000291,09/12/2024 01:30,shipped,69930
O00004508,U002465,21/04/2024 21:19,processing,29504
O00004509,U004062,21/06/2024 02:07,processing,39450
O00004510,U001018,14/02/2025 23:42,completed,4050
O00004511,U007436,27/06/2024 03:42,completed,69338
O00004512,U004013,30/01/2025 22:58,processing,62100
O00004513,U004535,30/04/2025 05:07,returned,4600
O00004514,U005389,27/05/2024 02:10,completed,64520
O00004515,U006830,25/03/2025 02:28,completed,13320
O00004516,U007906,03/10/2025 17:18,completed,15000
O00004517,U001092,20/06/2025 13:13,returned,108710
O00004518,U000985,27/02/2024 07:45,shipped,72022
O00004519,U006197,13/04/2024 06:31,shipped,6870
O00004520,U005096,11/06/2024 20:57,cancelled,122690
O00004521,U004105,19/11/2024 09:59,cancelled,26170
O00004522,U006104,23/07/2024 01:49,processing,23520
O00004523,U003439,13/02/2025 21:54,returned,55930
O00004524,U008381,01/03/2024 10:32,completed,16470
O00004525,U003439,23/02/2025 05:55,returned,55500
O00004526,U008268,07/04/2024 06:46,shipped,156500
O00004527,U005516,09/11/2024 15:40,shipped,147340
O00004528,U006233,09/12/2024 19:37,returned,113790
O00004529,U005682,04/02/2025 09:45,shipped,9000
O00004530,U002713,20/02/2024 17:06,shipped,44980
O00004531,U001751,02/10/2024 10:13,completed,5720
O00004532,U006942,15/09/2025 23:31,returned,70000
O00004533,U000003,21/10/2025 08:48,completed,11550
O00004534,U009326,26/04/2024 03:38,shipped,45250
O00004535,U006349,26/08/2025 01:31,processing,35300
O00004536,U007767,28/04/2025 18:36,completed,47260
O00004537,U005685,31/03/2025 18:59,processing,25840
O00004538,U004162,27/09/2025 05:08,processing,4620
O00004539,U008706,08/09/2025 04:23,cancelled,79000
O00004540,U006895,14/11/2025 12:24,processing,33360
O00004541,U002044,30/01/2024 18:50,cancelled,22680
O00004542,U000784,16/01/2025 06:54,completed,2100
O00004543,U004145,10/03/2024 01:40,processing,41000
O00004544,U002890,26/02/2024 23:44,cancelled,48000
O00004545,U007841,16/08/2025 06:29,returned,130100
O00004546,U001692,01/11/2025 16:09,shipped,20570
O00004547,U000039,06/11/2025 11:34,returned,7950
O00004548,U008282,20/03/2025 05:24,completed,16950
O00004549,U004289,16/09/2025 17:58,cancelled,41250
O00004550,U005987,30/10/2025 07:34,shipped,35000
O00004551,U008884,04/10/2025 05:02,returned,33750
O00004552,U008124,02/10/2024 01:17,processing,113215
O00004553,U000098,22/03/2024 18:36,shipped,19800
O00004554,U000490,01/06/2025 11:31,completed,19950
O00004555,U005025,27/01/2025 22:12,cancelled,39240
O00004556,U002324,20/02/2024 23:06,returned,31730
O00004557,U009685,27/01/2024 11:06,returned,6250
O00004558,U004310,03/02/2024 11:03,shipped,221190
O00004559,U001101,06/08/2024 16:00,cancelled,15300
O00004560,U002634,17/09/2024 23:53,cancelled,45830
O00004561,U005231,24/06/2025 23:13,cancelled,29560
O00004562,U002985,17/08/2024 19:19,processing,38130
O00004563,U003195,13/03/2025 10:57,processing,11737
O00004564,U003586,30/05/2025 03:40,cancelled,7950
O00004565,U007254,16/03/2025 19:30,cancelled,43120
O00004566,U001160,06/11/2024 14:37,returned,32900
O00004567,U001096,07/05/2025 04:57,processing,194286
O00004568,U006627,17/03/2024 10:31,returned,86970
O00004569,U009529,02/04/2024 20:13,cancelled,8000
O00004570,U001861,18/05/2025 22:20,returned,36060
O00004571,U007626,15/03/2025 04:50,returned,19950
O00004572,U002479,18/10/2024 07:51,shipped,23940
O00004573,U009545,05/05/2025 11:39,completed,158220
O00004574,U001758,22/10/2024 06:44,returned,32000
O00004575,U003893,23/02/2025 07:45,completed,5400
O00004576,U003187,05/05/2024 00:41,returned,11940
O00004577,U001765,01/09/2025 21:28,returned,55480
O00004578,U003425,22/07/2024 22:29,shipped,12600
O00004579,U005890,23/01/2024 05:43,processing,25850
O00004580,U007708,18/02/2024 00:43,cancelled,48970
O00004581,U000714,25/09/2025 05:00,shipped,15000
O00004582,U001545,11/10/2025 23:59,cancelled,22200
O00004583,U002734,23/11/2024 10:09,processing,7250
O00004584,U004015,29/04/2024 17:14,processing,63020
O00004585,U007159,23/10/2024 08:30,completed,59500
O00004586,U003427,01/11/2025 00:09,cancelled,61410
O00004587,U009653,16/04/2024 07:09,cancelled,35750
O00004588,U009000,03/03/2024 12:25,returned,51180
O00004589,U002262,12/01/2024 23:11,cancelled,51450
O00004590,U000845,31/01/2025 06:02,shipped,23700
O00004591,U002659,10/02/2025 04:34,completed,7800
O00004592,U004056,12/11/2025 13:49,shipped,19500
O00004593,U002324,13/08/2024 00:45,completed,5250
O00004594,U008706,14/02/2025 23:53,processing,22060
O00004595,U008806,30/11/2024 21:37,shipped,12950
O00004596,U004045,04/09/2024 14:47,cancelled,20970
O00004597,U007046,14/04/2024 13:53,processing,57000
O00004598,U002676,26/06/2025 03:33,shipped,2800
O00004599,U009719,03/10/2024 15:19,processing,39090
O00004600,U009368,14/03/2024 00:53,shipped,32600
O00004601,U008242,04/11/2025 08:08,returned,19250
O00004602,U002034,14/02/2025 02:06,shipped,28440
O00004603,U009627,24/09/2024 23:52,shipped,68540
O00004604,U009408,18/02/2025 17:06,cancelled,117480
O00004605,U009706,24/10/2024 08:19,cancelled,38850
O00004606,U007837,22/10/2025 19:20,shipped,8900
O00004607,U003362,14/08/2024 11:10,completed,41100
O00004608,U003802,13/07/2024 12:50,cancelled,58800
O00004609,U006926,23/01/2025 09:09,processing,52500
O00004610,U008442,04/11/2025 11:26,returned,25500
O00004611,U007865,31/03/2024 16:01,returned,44420
O00004612,U009429,25/08/2024 18:55,shipped,6078
O00004613,U003800,01/04/2025 23:09,processing,29590
O00004614,U006765,30/05/2024 06:24,shipped,6650
O00004615,U002340,23/08/2025 14:41,cancelled,22200
O00004616,U003857,02/04/2025 11:15,shipped,108030
O00004617,U004061,03/12/2024 11:39,processing,24860
O00004618,U000931,18/04/2025 10:24,completed,15400
O00004619,U001026,24/07/2025 06:59,processing,47740
O00004620,U004582,02/06/2024 21:31,cancelled,15000
O00004621,U005157,11/11/2025 05:38,completed,45970
O00004622,U000954,24/09/2024 12:23,processing,7470
O00004623,U001424,24/08/2025 01:07,cancelled,39870
O00004624,U002239,08/01/2024 21:02,cancelled,2800
O00004625,U007603,11/12/2024 18:27,processing,18620
O00004626,U002426,17/07/2025 09:40,returned,98750
O00004627,U004262,27/01/2024 21:33,completed,58450
O00004628,U000413,07/05/2024 07:22,cancelled,25840
O00004629,U005879,31/05/2025 10:10,cancelled,69440
O00004630,U009293,27/05/2025 20:50,cancelled,9440
O00004631,U005423,03/09/2024 17:38,processing,7560
O00004632,U000503,24/01/2024 18:03,completed,59920
O00004633,U000319,09/01/2025 16:23,shipped,86450
O00004634,U003135,27/02/2025 09:42,cancelled,14000
O00004635,U004101,09/03/2025 13:49,returned,55670
O00004636,U000185,08/02/2024 09:59,cancelled,44160
O00004637,U005161,04/04/2025 12:09,processing,68600
O00004638,U000159,17/01/2025 11:28,returned,13300
O00004639,U009709,03/10/2025 19:16,completed,27930
O00004640,U009140,16/06/2025 23:21,processing,49950
O00004641,U000722,23/09/2025 17:18,returned,62960
O00004642,U002292,02/03/2025 17:14,returned,10170
O00004643,U003722,12/10/2024 14:58,returned,23900
O00004644,U005077,30/05/2024 00:46,returned,44250
O00004645,U006466,22/03/2025 08:11,returned,58940
O00004646,U004866,02/07/2025 15:19,completed,11970
O00004647,U004751,02/07/2025 03:09,processing,14000
O00004648,U008518,25/12/2024 14:48,processing,36940
O00004649,U009266,13/03/2025 11:06,cancelled,50280
O00004650,U006351,06/03/2024 03:42,returned,19600
O00004651,U001802,06/11/2024 21:01,processing,36690
O00004652,U001083,07/09/2025 19:59,processing,7600
O00004653,U002257,04/11/2025 02:23,cancelled,13550
O00004654,U009810,12/01/2024 09:34,completed,163482
O00004655,U000352,05/09/2025 06:59,returned,11820
O00004656,U005237,09/08/2025 20:04,completed,4250
O00004657,U000605,18/08/2025 00:07,completed,28580
O00004658,U000670,01/04/2024 22:05,cancelled,6000
O00004659,U009214,01/08/2025 05:59,returned,7410
O00004660,U004335,06/10/2024 05:52,shipped,7250
O00004661,U003066,26/05/2024 18:12,cancelled,22800
O00004662,U009827,09/01/2024 02:59,completed,22500
O00004663,U008130,03/01/2024 05:18,cancelled,109140
O00004664,U004431,19/05/2024 23:44,cancelled,1500
O00004665,U008145,15/07/2025 22:27,processing,98300
O00004666,U004656,25/06/2025 23:32,cancelled,103410
O00004667,U004891,22/06/2024 13:02,shipped,2400
O00004668,U005249,03/07/2024 08:15,shipped,8100
O00004669,U004344,13/12/2024 13:53,cancelled,89950
O00004670,U000408,22/02/2024 11:12,returned,1140
O00004671,U000182,27/08/2025 09:17,returned,32920
O00004672,U008033,30/11/2024 04:44,processing,37860
O00004673,U002683,21/03/2025 15:59,completed,166050
O00004674,U009221,20/04/2025 23:45,returned,58550
O00004675,U000426,16/10/2024 15:39,shipped,64750
O00004676,U003893,02/08/2024 03:30,processing,4200
O00004677,U002571,26/04/2025 10:25,processing,45450
O00004678,U000362,27/01/2024 17:22,shipped,5500
O00004679,U000491,27/11/2024 10:54,returned,109900
O00004680,U006644,29/01/2024 14:35,shipped,33800
O00004681,U000817,30/09/2025 02:11,completed,52800
O00004682,U009695,12/02/2025 12:55,shipped,16500
O00004683,U005304,17/03/2025 11:31,processing,7080
O00004684,U002977,01/07/2024 06:27,processing,42000
O00004685,U006431,10/05/2025 20:51,shipped,54000
O00004686,U007343,06/07/2024 21:36,cancelled,172890
O00004687,U001741,16/07/2025 20:23,completed,156860
O00004688,U009016,05/08/2024 08:47,cancelled,2200
O00004689,U005194,04/05/2025 06:36,cancelled,17450
O00004690,U004634,17/06/2025 18:48,returned,18390
O00004691,U008113,18/04/2024 09:12,completed,45650
O00004692,U001850,03/01/2025 16:52,processing,41150
O00004693,U000031,24/01/2024 14:33,shipped,11080
O00004694,U007806,09/04/2025 13:00,cancelled,16200
O00004695,U008209,24/10/2024 03:31,processing,37680
O00004696,U006916,03/06/2024 15:37,shipped,20930
O00004697,U003303,15/05/2024 07:31,processing,14970
O00004698,U003034,25/05/2025 20:21,returned,29720
O00004699,U006256,10/09/2024 00:59,shipped,15000
O00004700,U004875,25/11/2024 15:09,returned,6400
O00004701,U002945,23/02/2024 06:28,cancelled,25700
O00004702,U005282,06/07/2024 11:55,returned,40590
O00004703,U006703,21/01/2024 19:59,shipped,30600
O00004704,U001469,29/03/2025 22:24,shipped,5370
O00004705,U004273,22/08/2024 19:19,completed,17700
