unnamed: 0,product_id,rating,ProductName,Brand,price,image_url,Category,subcategory,perfil_texto
324,P000325,4.22,Bathing Bar Soap - Cool,Dettol,450.0,https://www.bigbasket.com/media/uploads/p/l/1208129_9-dettol-bathing-bar-soap-cool.jpg,Beauty & Hygiene,Bathing Bars & Soaps,dettol beauty & hygiene bathing bars & soaps bathing bar soap - cool
325,P000326,4.0,"Cool Crispy Menthol Bathing Soap, Daily Protection from Germs",Dettol,45.0,https://www.bigbasket.com/media/uploads/p/l/307813_23-dettol-intense-cool-bathing-soap-bar-with-menthol-provides-germ-protection.jpg,Beauty & Hygiene,Bathing Bars & Soaps,"dettol beauty & hygiene bathing bars & soaps cool crispy menthol bathing soap, daily protection from germs"
326,P000327,3.38,Intense Cool Germ Protection Bathing Soap Bar,Dettol,90.0,https://www.bigbasket.com/media/uploads/p/l/1213057_4-dettol-intense-cool-germ-protection-bathing-soap-bar.jpg,Beauty & Hygiene,Bathing Bars & Soaps,dettol beauty & hygiene bathing bars & soaps intense cool germ protection bathing soap bar
327,P000328,4.05,Bathing Soap - Cool,Dettol,300.0,https://www.bigbasket.com/media/uploads/p/l/1200378_7-dettol-bathing-soap-cool.jpg,Beauty & Hygiene,Bathing Bars & Soaps,dettol beauty & hygiene bathing bars & soaps bathing soap - cool
328,P000329,3.02,"Intense Cool 2X Menthol Soap, Protects from Body Odour",Dettol,75.0,https://www.bigbasket.com/media/uploads/p/l/100037660_26-dettol-intense-cool-bathing-soap-bar-with-menthol-provides-germ-protection.jpg,Beauty & Hygiene,Bathing Bars & Soaps,"dettol beauty & hygiene bathing bars & soaps intense cool 2x menthol soap, protects from body odour"
329,P000330,4.32,Dynamic Leakproof Containers,Asian,172.0,https://www.bigbasket.com/media/uploads/p/l/40210160_1-asian-dynamic-leakproof-containers.jpg,"Kitchen, Garden & Pets",Containers Sets,"asian kitchen, garden & pets containers sets dynamic leakproof containers"
330,P000331,4.02,Green Peas/Ona Batani,BB Royal,150.0,https://www.bigbasket.com/media/uploads/p/l/10000424_15-bb-royal-green-peasmatar.jpg,"Foodgrains, Oil & Masala",Urad & Other Dals,"bb royal foodgrains, oil & masala urad & other dals green peas/ona batani"
331,P000332,4.55,Peas/Matar - Green,BB Royal,70.0,https://www.bigbasket.com/media/uploads/p/l/10000561_11-bb-royal-peasmatar-green.jpg,"Foodgrains, Oil & Masala",Urad & Other Dals,"bb royal foodgrains, oil & masala urad & other dals peas/matar - green"
332,P000333,2.97,"Plastic & Steel Hook/Hanger - Self Adhesive Cum Screw, BH 061",BB Home,219.0,https://www.bigbasket.com/media/uploads/p/l/40144752_2-bb-home-plastic-steel-hookhanger-self-adhesive-cum-screw-bh-061.jpg,"Kitchen, Garden & Pets",Wall Hooks & Hangers,"bb home kitchen, garden & pets wall hooks & hangers plastic & steel hook/hanger - self adhesive cum screw, bh 061"
333,P000334,4.19,"BB Popular Almond/Badam - Californian, Giri 500 gm + BB Royal Honey 1 kg",bb Combo,1050.0,https://www.bigbasket.com/media/uploads/p/l/1203567_2-bb-combo-bb-popular-almondbadam-californian-giri-500-gm-bb-royal-honey-1-kg.jpg,"Foodgrains, Oil & Masala",Almonds,"bb combo foodgrains, oil & masala almonds bb popular almond/badam - californian, giri 500 gm + bb royal honey 1 kg"
334,P000335,3.81,Organic - Poha Medium,BB Royal,55.0,https://www.bigbasket.com/media/uploads/p/l/40072521_15-bb-royal-organic-poha-medium.jpg,"Foodgrains, Oil & Masala","Organic Rice, Other Rice","bb royal foodgrains, oil & masala organic rice, other rice organic - poha medium"
335,P000336,4.21,Organic - Poha,BB Royal,220.0,https://www.bigbasket.com/media/uploads/p/l/1205375_1-bb-royal-organic-poha.jpg,"Foodgrains, Oil & Masala","Organic Rice, Other Rice","bb royal foodgrains, oil & masala organic rice, other rice organic - poha"
336,P000337,4.87,Chocolate Home - Treats Pack,Cadbury Dairy Milk,447.0,https://www.bigbasket.com/media/uploads/p/l/1212499_1-cadbury-dairy-milk-chocolate-home-treats-pack.jpg,Snacks & Branded Foods,Chocolates,cadbury dairy milk snacks & branded foods chocolates chocolate home - treats pack
337,P000338,2.61,Chocolate Home Treats Pack,Cadbury Dairy Milk,149.0,https://www.bigbasket.com/media/uploads/p/l/40019374_16-cadbury-dairy-milk-chocolate-home-treats-pack.jpg,Snacks & Branded Foods,Chocolates,cadbury dairy milk snacks & branded foods chocolates chocolate home treats pack
338,P000339,2.71,"Chocolate Home Treats Pack, 126 g, 18 Units",Cadbury Dairy Milk,298.0,https://www.bigbasket.com/media/uploads/p/l/1200587_2-cadbury-dairy-milk-chocolate-home-treats-pack-126-g-18-units.jpg,Snacks & Branded Foods,Chocolates,"cadbury dairy milk snacks & branded foods chocolates chocolate home treats pack, 126 g, 18 units"
339,P000340,2.7,Basmati Rice/Basmati Akki - Rozana Gold,Daawat ,112.0,https://www.bigbasket.com/media/uploads/p/l/255849_5-daawat-basmati-rice-rozana-gold.jpg,"Foodgrains, Oil & Masala",Basmati Rice,"daawat  foodgrains, oil & masala basmati rice basmati rice/basmati akki - rozana gold"
340,P000341,3.26,Pure Detox Anti-Pollution Purity Face Wash With Activated Charcoal,Ponds,280.0,https://www.bigbasket.com/media/uploads/p/l/40176374_6-ponds-pure-detox-anti-pollution-purity-face-wash-with-activated-charcoal.jpg,Beauty & Hygiene,Face Care,ponds beauty & hygiene face care pure detox anti-pollution purity face wash with activated charcoal
341,P000342,4.49,Purifying Neem Face Wash,Himalaya,300.0,https://www.bigbasket.com/media/uploads/p/l/40018854_4-himalaya-purifying-neem-face-wash.jpg,Beauty & Hygiene,Face Care,himalaya beauty & hygiene face care purifying neem face wash
342,P000343,4.82,Face Wash - Purifying Neem,Himalaya,470.0,https://www.bigbasket.com/media/uploads/p/l/1213580_1-himalaya-face-wash-purifying-neem.jpg,Beauty & Hygiene,Face Care,himalaya beauty & hygiene face care face wash - purifying neem
343,P000344,3.91,Colocasia (Loose),Fresho,44.81,https://www.bigbasket.com/media/uploads/p/l/10000096_15-fresho-colocasia.jpg,Fruits & Vegetables,Root Vegetables,fresho fruits & vegetables root vegetables colocasia (loose)
344,P000345,2.74,"Stunning Black Shine Shampoo - With Amla + Oil, Pearl Protein & Vitamin E, For Long Lasting Shine",Sunsilk,62.0,https://www.bigbasket.com/media/uploads/p/l/266829_6-sunsilk-stunning-black-shine-shampoo-with-amla-oil-pearl-protein-vitamin-e-for-long-lasting-shine.jpg,Beauty & Hygiene,Shampoo & Conditioner,"sunsilk beauty & hygiene shampoo & conditioner stunning black shine shampoo - with amla + oil, pearl protein & vitamin e, for long lasting shine"
345,P000346,4.24,Stunning Black Shine Hair Shampoo - Amla Pearl Complex,Sunsilk,300.0,https://www.bigbasket.com/media/uploads/p/l/189323_11-sunsilk-stunning-black-shine-shampoo-with-amlaoil-pearl-protein-vitamin-e-for-long-lasting-shine.jpg,Beauty & Hygiene,Shampoo & Conditioner,sunsilk beauty & hygiene shampoo & conditioner stunning black shine hair shampoo - amla pearl complex
346,P000347,3.89,Durum Wheat Pasta - Farfalle,BORGES,250.0,https://www.bigbasket.com/media/uploads/p/l/303137_3-borges-durum-wheat-pasta-farfalle.jpg,Gourmet & World Food,Pastas & Spaghetti,borges gourmet & world food pastas & spaghetti durum wheat pasta - farfalle
347,P000348,4.39,Bb Royal Idli Rice (1 kg) + Dosa Rice 1Kg + Whole/Gota Urad 1Kg,bb Combo,335.0,https://www.bigbasket.com/media/uploads/p/l/1200452_1-bb-combo-bb-royal-idli-rice-1-kg-dosa-rice-1kg-wholegota-urad-1kg.jpg,"Foodgrains, Oil & Masala",Raw Rice,"bb combo foodgrains, oil & masala raw rice bb royal idli rice (1 kg) + dosa rice 1kg + whole/gota urad 1kg"
348,P000349,3.07,Daily Shine Shampoo,Dove,345.0,https://www.bigbasket.com/media/uploads/p/l/216809_12-dove-daily-shine-shampoo.jpg,Beauty & Hygiene,Shampoo & Conditioner,dove beauty & hygiene shampoo & conditioner daily shine shampoo
349,P000350,4.69,Nutritive Solutions Daily Shine Shampoo - For Dull Hair,Dove,930.0,https://www.bigbasket.com/media/uploads/p/l/40195281_3-dove-daily-shine-shampoo.jpg,Beauty & Hygiene,Shampoo & Conditioner,dove beauty & hygiene shampoo & conditioner nutritive solutions daily shine shampoo - for dull hair
350,P000351,3.52,Bb Royal Red Chilli/Lal Mirch 50Gm + Coriander/Dhania Seeds 500Gm,bb Combo,500.0,https://www.bigbasket.com/media/uploads/p/l/1200455_2-bb-combo-bb-royal-red-chillilal-mirch-50gm-corianderdhania-seeds-500gm.jpg,"Foodgrains, Oil & Masala",Whole Spices,"bb combo foodgrains, oil & masala whole spices bb royal red chilli/lal mirch 50gm + coriander/dhania seeds 500gm"
351,P000352,3.97,Home Zone Stainless Steel Milk Pan - Induction Bottom,Kitchen Essentials,359.0,https://www.bigbasket.com/media/uploads/p/l/40131741_5-kitchen-essentials-home-zone-stainless-steel-milk-pan-induction-bottom.jpg,"Kitchen, Garden & Pets",Tawa & Sauce Pan,"kitchen essentials kitchen, garden & pets tawa & sauce pan home zone stainless steel milk pan - induction bottom"
352,P000353,4.47,"Premium Care Diaper Pants - Medium, 7-12 kg, Air Channels, Lotion with Aloe Vera",Pampers ,320.0,https://www.bigbasket.com/media/uploads/p/l/40136608_6-pampers-premium-care-diapers-medium.jpg,Baby Care,Diapers,"pampers  baby care diapers premium care diaper pants - medium, 7-12 kg, air channels, lotion with aloe vera"
353,P000354,4.43,"Premium Care Diaper Pants - M, 7-12 kg, Cotton-Like Softness, Lotion with Aloe Vera",Pampers ,1199.0,https://www.bigbasket.com/media/uploads/p/l/40136609_6-pampers-premium-care-diapers-medium.jpg,Baby Care,Diapers,"pampers  baby care diapers premium care diaper pants - m, 7-12 kg, cotton-like softness, lotion with aloe vera"
354,P000355,4.02,"Premium Care Diaper Pants - M, 7-12 kg, Lotion with Aloe Vera",Pampers ,2398.0,https://www.bigbasket.com/media/uploads/p/l/40136611_5-pampers-premium-care-diapers-medium.jpg,Baby Care,Diapers,"pampers  baby care diapers premium care diaper pants - m, 7-12 kg, lotion with aloe vera"
355,P000356,2.69,Salt/Uppu - Crystal,AKAR,26.0,https://www.bigbasket.com/media/uploads/p/l/248005_1-akar-salt-crystal.jpg,"Foodgrains, Oil & Masala",Salts,"akar foodgrains, oil & masala salts salt/uppu - crystal"
356,P000357,3.6,BB Popular Channa Dal 1 kg + Urad Dal - Split 1 kg+BB Royal Rice - Dosa 2 kg,bb Combo,470.0,https://www.bigbasket.com/media/uploads/p/l/1206907_1-bb-combo-bb-popular-channa-dal-1-kg-urad-dal-split-1-kgbb-royal-rice-dosa-2-kg.jpg,"Foodgrains, Oil & Masala","Toor, Channa & Moong Dal","bb combo foodgrains, oil & masala toor, channa & moong dal bb popular channa dal 1 kg + urad dal - split 1 kg+bb royal rice - dosa 2 kg"
357,P000358,4.03,"Maxfresh - Plax Pepper Mint, Alcohol Free",Colgate,150.0,https://www.bigbasket.com/media/uploads/p/l/260873_16-colgate-maxfresh-plax-pepper-mint-alcohol-free.jpg,Beauty & Hygiene,Mouthwash,"colgate beauty & hygiene mouthwash maxfresh - plax pepper mint, alcohol free"
358,P000359,4.83,"Mouthwash - Plax Pepper Mint, Alcohol Free, Imported",Colgate,450.0,https://www.bigbasket.com/media/uploads/p/l/1205563_2-colgate-mouthwash-plax-pepper-mint-alcohol-free-imported.jpg,Beauty & Hygiene,Mouthwash,"colgate beauty & hygiene mouthwash mouthwash - plax pepper mint, alcohol free, imported"
359,P000360,4.45,"Mouthwash - Plax, Peppermint Fresh",Colgate,285.0,https://www.bigbasket.com/media/uploads/p/l/278990_15-colgate-mouthwash-plax-peppermint-fresh.jpg,Beauty & Hygiene,Mouthwash,"colgate beauty & hygiene mouthwash mouthwash - plax, peppermint fresh"
360,P000361,2.69,Walnut Kernels/Akharot Tukda 200gm + Cashew Whole 500gm + Raisins Indian 500gm,BB Popular,1360.0,https://www.bigbasket.com/media/uploads/p/l/1206899_1-bb-popular-walnut-kernelsakharot-tukda-200gm-cashew-whole-500gm-raisins-indian-500gm.jpg,"Foodgrains, Oil & Masala",Other Dry Fruits,"bb popular foodgrains, oil & masala other dry fruits walnut kernels/akharot tukda 200gm + cashew whole 500gm + raisins indian 500gm"
361,P000362,4.75,Fresho Chicken Breast Boneless 4-5 pcs 500g +Kara Coconut Milk UHT Classic 200ml,bb Combo,435.0,https://www.bigbasket.com/media/uploads/p/l/1213733_1-bb-combo-fresho-chicken-breast-boneless-4-5-pcs-500g-kara-coconut-milk-uht-classic-200ml.jpg,"Eggs, Meat & Fish",Fresh Chicken,"bb combo eggs, meat & fish fresh chicken fresho chicken breast boneless 4-5 pcs 500g +kara coconut milk uht classic 200ml"
362,P000363,4.08,Grand Filter Coffee,Tata Coffee,230.0,https://www.bigbasket.com/media/uploads/p/l/40176778_5-tata-coffee-grand-filter-coffee.jpg,Beverages,Ground Coffee,tata coffee beverages ground coffee grand filter coffee
363,P000364,3.61,"Filter Coffee - Grand, Rich & Aromatic",Tata Coffee,37.0,https://www.bigbasket.com/media/uploads/p/l/40176780_6-tata-coffee-filter-coffee-grand-rich-aromatic.jpg,Beverages,Ground Coffee,"tata coffee beverages ground coffee filter coffee - grand, rich & aromatic"
364,P000365,3.78,Organic - Idly/Idli Rice/Akki,BB Royal,175.0,https://www.bigbasket.com/media/uploads/p/l/40091137_10-bb-royal-organic-idlyidli-rice.jpg,"Foodgrains, Oil & Masala","Organic Rice, Other Rice","bb royal foodgrains, oil & masala organic rice, other rice organic - idly/idli rice/akki"
365,P000366,3.23,Organic - Idly/Idli Rice,BB Royal,838.0,https://www.bigbasket.com/media/uploads/p/l/1209743_1-bb-royal-organic-idlyidli-rice.jpg,"Foodgrains, Oil & Masala","Organic Rice, Other Rice","bb royal foodgrains, oil & masala organic rice, other rice organic - idly/idli rice"
366,P000367,3.68,Alkaline Battery Power AA - Long Lasting Power,Energizer,90.0,https://www.bigbasket.com/media/uploads/p/l/40200237_4-energizer-alkaline-battery-power-aa-long-lasting-power.jpg,"Kitchen, Garden & Pets",Battery & Electrical,"energizer kitchen, garden & pets battery & electrical alkaline battery power aa - long lasting power"
367,P000368,4.37,"Tea/Coffee/Sugar Plastic Storage Container/Dabba/Canister - Durable, Blue",Asian,239.0,https://www.bigbasket.com/media/uploads/p/l/40178661_7-asian-teacoffeesugar-plastic-storage-containerdabbacanister-accurate-seal-blue.jpg,"Kitchen, Garden & Pets",Containers Sets,"asian kitchen, garden & pets containers sets tea/coffee/sugar plastic storage container/dabba/canister - durable, blue"
368,P000369,3.26,Baby Lips Lip Balm - Berry Crush 4 g + Pink Lolita 4 g,Maybelline New York,374.0,https://www.bigbasket.com/media/uploads/p/l/1212426_1-maybelline-new-york-baby-lips-lip-balm-berry-crush-4-g-pink-lolita-4-g.jpg,Beauty & Hygiene,Lips,maybelline new york beauty & hygiene lips baby lips lip balm - berry crush 4 g + pink lolita 4 g
369,P000370,3.3,Matic Top Load Detergent Powder,Surf Excel,540.0,https://www.bigbasket.com/media/uploads/p/l/212128_26-surf-excel-matic-top-load-detergent-powder.jpg,Cleaning & Household,"Detergent Powder, Liquid","surf excel cleaning & household detergent powder, liquid matic top load detergent powder"
370,P000371,4.9,Matic Detergent Powder - Top Load,Surf Excel,830.0,https://www.bigbasket.com/media/uploads/p/l/40171081_8-surf-excel-matic-top-load-detergent-powder.jpg,Cleaning & Household,"Detergent Powder, Liquid","surf excel cleaning & household detergent powder, liquid matic detergent powder - top load"
371,P000372,4.07,100% Pure Honey,BB Royal,120.0,https://www.bigbasket.com/media/uploads/p/l/40073728_9-bb-royal-100-pure-honey.jpg,Snacks & Branded Foods,Honey,bb royal snacks & branded foods honey 100% pure honey
372,P000373,4.65,Matic Detergent Washing Powder - Top Load,Ariel,285.0,https://www.bigbasket.com/media/uploads/p/l/40097082_9-ariel-matic-detergent-washing-powder-top-load.jpg,Cleaning & Household,"Detergent Powder, Liquid","ariel cleaning & household detergent powder, liquid matic detergent washing powder - top load"
373,P000374,4.71,Detergent Washing Powder - Matic Top Load,Ariel,515.0,https://www.bigbasket.com/media/uploads/p/l/40097084_11-ariel-detergent-washing-powder-matic-top-load.jpg,Cleaning & Household,"Detergent Powder, Liquid","ariel cleaning & household detergent powder, liquid detergent washing powder - matic top load"
374,P000375,3.12,Matic Top Load Detergent Washing Powder,Ariel,1225.0,https://www.bigbasket.com/media/uploads/p/l/40106414_10-ariel-matic-top-load-detergent-washing-powder.jpg,Cleaning & Household,"Detergent Powder, Liquid","ariel cleaning & household detergent powder, liquid matic top load detergent washing powder"
375,P000376,2.6,Organic - Ragi Flour/Ragi Hittu,BB Royal,80.0,https://www.bigbasket.com/media/uploads/p/l/40125922_6-bb-royal-organic-ragi-flour.jpg,"Foodgrains, Oil & Masala",Organic Millet & Flours,"bb royal foodgrains, oil & masala organic millet & flours organic - ragi flour/ragi hittu"
376,P000377,3.38,Organic - Ragi Flour,BB Royal,160.0,https://www.bigbasket.com/media/uploads/p/l/1208909_1-bb-royal-organic-ragi-flour.jpg,"Foodgrains, Oil & Masala",Organic Masalas & Spices,"bb royal foodgrains, oil & masala organic masalas & spices organic - ragi flour"
377,P000378,3.21,Organic Ragi Flour,BB Royal,349.0,https://www.bigbasket.com/media/uploads/p/l/40212287_1-bb-royal-organic-ragi-flour.jpg,"Foodgrains, Oil & Masala",Organic Millet & Flours,"bb royal foodgrains, oil & masala organic millet & flours organic ragi flour"
378,P000379,3.2,Green Moong Split/Chilka//Hesaru Kaalu,BB Royal,38.0,https://www.bigbasket.com/media/uploads/p/l/60000024_9-bb-royal-green-moong-splitchilka.jpg,"Foodgrains, Oil & Masala","Toor, Channa & Moong Dal","bb royal foodgrains, oil & masala toor, channa & moong dal green moong split/chilka//hesaru kaalu"
379,P000380,2.57,Green Moong - Split,BB Royal,90.0,https://www.bigbasket.com/media/uploads/p/l/10000418_15-bb-royal-moong-green-splitchilka.jpg,"Foodgrains, Oil & Masala","Toor, Channa & Moong Dal","bb royal foodgrains, oil & masala toor, channa & moong dal green moong - split"
380,P000381,2.87,"Green Moong/Hesaru Kaalu - Split, Chilka",BB Royal,180.0,https://www.bigbasket.com/media/uploads/p/l/40026594_10-bb-royal-green-moong-splitchilka.jpg,"Foodgrains, Oil & Masala","Toor, Channa & Moong Dal","bb royal foodgrains, oil & masala toor, channa & moong dal green moong/hesaru kaalu - split, chilka"
381,P000382,3.04,Organic - Chana Dal/Channa Unpolished,BB Royal,141.0,https://www.bigbasket.com/media/uploads/p/l/40072468_13-bb-royal-organic-chana-dalchanna-unpolished.jpg,"Foodgrains, Oil & Masala",Organic Dals & Pulses,"bb royal foodgrains, oil & masala organic dals & pulses organic - chana dal/channa unpolished"
382,P000383,4.47,Raisins/Ona Drakshi - Indian,BB Royal,60.0,https://www.bigbasket.com/media/uploads/p/l/10000504_12-bb-royal-raisinskishmish-indian.jpg,"Foodgrains, Oil & Masala",Raisins,"bb royal foodgrains, oil & masala raisins raisins/ona drakshi - indian"
383,P000384,2.69,Indian Raisins/Ona Drakshi,BB Royal,600.0,https://www.bigbasket.com/media/uploads/p/l/40053923_5-bb-royal-raisinskishmish.jpg,"Foodgrains, Oil & Masala",Raisins,"bb royal foodgrains, oil & masala raisins indian raisins/ona drakshi"
384,P000385,3.96,Watermelon - Organically Grown (Loose),Fresho,68.97,https://www.bigbasket.com/media/uploads/p/l/40023482_8-fresho-watermelon-organically-grown.jpg,Fruits & Vegetables,Organic Fruits,fresho fruits & vegetables organic fruits watermelon - organically grown (loose)
385,P000386,3.61,"Ceramic Dining Bowl/Katori - Floral Design, Hand Painted, Ancient Royal Blue",BB Home Earth,299.0,https://www.bigbasket.com/media/uploads/p/l/40235119_2-bb-home-earth-dinner-bowl-ancient-royal-blue-with-floral-design.jpg,"Kitchen, Garden & Pets",Plates & Bowls,"bb home earth kitchen, garden & pets plates & bowls ceramic dining bowl/katori - floral design, hand painted, ancient royal blue"
386,P000387,3.9,Snake Gourd,Fresho,38.96,https://www.bigbasket.com/media/uploads/p/l/10000184_13-fresho-snake-gourd.jpg,Fruits & Vegetables,"Gourd, Pumpkin, Drumstick","fresho fruits & vegetables gourd, pumpkin, drumstick snake gourd"
387,P000388,2.92,"Borosilicate Glass Food/Tiffin/Storage Container - With PP Lid, Round, Blue",BB Home,499.0,https://www.bigbasket.com/media/uploads/p/l/40218529_6-bb-home-borosilicate-glass-foodtiffinstorage-container-with-pp-lid-round-blue.jpg,"Kitchen, Garden & Pets",Containers Sets,"bb home kitchen, garden & pets containers sets borosilicate glass food/tiffin/storage container - with pp lid, round, blue"
388,P000389,4.77,Anti-Dandruff Shampoo - Anti Hairfall,Head & shoulders,75.0,https://www.bigbasket.com/media/uploads/p/l/267873_8-head-shoulders-anti-dandruff-shampoo-anti-hairfall.jpg,Beauty & Hygiene,Shampoo & Conditioner,head & shoulders beauty & hygiene shampoo & conditioner anti-dandruff shampoo - anti hairfall
389,P000390,3.79,"Anti-Hairfall & Anti-Dandruff Shampoo, Upto 100% Dandruff Free",Head & shoulders,180.0,https://www.bigbasket.com/media/uploads/p/l/307916_10-head-shoulders-anti-dandruff-shampoo-anti-hairfall.jpg,Beauty & Hygiene,Shampoo & Conditioner,"head & shoulders beauty & hygiene shampoo & conditioner anti-hairfall & anti-dandruff shampoo, upto 100% dandruff free"
390,P000391,2.87,Jaggery/Bella - Kolhapuri,BB Royal,72.0,https://www.bigbasket.com/media/uploads/p/l/40097131_7-bb-royal-jaggery-kolhapuri.jpg,"Foodgrains, Oil & Masala",Sugar & Jaggery,"bb royal foodgrains, oil & masala sugar & jaggery jaggery/bella - kolhapuri"
391,P000392,3.15,bb Popular Almond + bb Royal Whole Cashew + bb Royal Indian Raisins(200g),bb Combo,760.0,https://www.bigbasket.com/media/uploads/p/l/1200116_2-bb-combo-bb-popular-almond-bb-royal-whole-cashew-bb-royal-indian-raisins200g.jpg,"Foodgrains, Oil & Masala",Other Dry Fruits,"bb combo foodgrains, oil & masala other dry fruits bb popular almond + bb royal whole cashew + bb royal indian raisins(200g)"
392,P000393,2.51,bbRoyal Pista Kernel+ Dry Dates (100G)+ bbPopular Cashew+Raisins+Almond (100G),bb Combo,700.0,https://www.bigbasket.com/media/uploads/p/l/1206890_1-bb-combo-bbroyal-pista-kernel-dry-dates-100g-bbpopular-cashewraisinsalmond-100g.jpg,"Foodgrains, Oil & Masala",Other Dry Fruits,"bb combo foodgrains, oil & masala other dry fruits bbroyal pista kernel+ dry dates (100g)+ bbpopular cashew+raisins+almond (100g)"
393,P000394,3.4,All in One Mixture,Tasties,49.0,https://www.bigbasket.com/media/uploads/p/l/40115863_9-tasties-namkeen-all-in-one-mixture.jpg,Snacks & Branded Foods,Namkeen & Savoury Snacks,tasties snacks & branded foods namkeen & savoury snacks all in one mixture
394,P000395,3.65,Namkeen - All In One Mixture,Tasties,294.0,https://www.bigbasket.com/media/uploads/p/l/1209797_3-tasties-namkeen-all-in-one-mixture.jpg,Snacks & Branded Foods,Namkeen & Savoury Snacks,tasties snacks & branded foods namkeen & savoury snacks namkeen - all in one mixture
395,P000396,2.63,"Men Fresh Active Deodorant - Ocean Extracts, Long Lasting Freshness",Nivea,225.0,https://www.bigbasket.com/media/uploads/p/l/263799_6-nivea-fresh-active-men-deodorant-48h-long-lasting-freshness.jpg,Beauty & Hygiene,Men's Deodorants,"nivea beauty & hygiene men's deodorants men fresh active deodorant - ocean extracts, long lasting freshness"
396,P000397,3.92,Fresh Active Men Deodorant - 48h Long lasting Freshness,Nivea,450.0,https://www.bigbasket.com/media/uploads/p/l/1213581_2-nivea-fresh-active-men-deodorant-48h-long-lasting-freshness.jpg,Beauty & Hygiene,Men's Deodorants,nivea beauty & hygiene men's deodorants fresh active men deodorant - 48h long lasting freshness
397,P000398,4.59,Nourish Body Milk 400Ml+ Soft Light Moisturiser 200 Ml,Nivea,709.0,https://www.bigbasket.com/media/uploads/p/l/1208580_4-nivea-nourish-body-milk-400ml-soft-light-moisturiser-200-ml.jpg,Beauty & Hygiene,Face Care,nivea beauty & hygiene face care nourish body milk 400ml+ soft light moisturiser 200 ml
398,P000399,4.29,"Tomato Ketchup - Classic Blend, Rich & Thick Condiment",Del Monte,130.0,https://www.bigbasket.com/media/uploads/p/l/40015686_7-del-monte-tomato-ketchup-classic-blend-rich-thick-condiment.jpg,Snacks & Branded Foods,Tomato Ketchup & Sauces,"del monte snacks & branded foods tomato ketchup & sauces tomato ketchup - classic blend, rich & thick condiment"
399,P000400,2.58,Charcoal Clean Black Gel Toothpaste - Bamboo Charcoal & Mint,Colgate,143.0,https://www.bigbasket.com/media/uploads/p/l/40179844_1-colgate-charcoal-clean-black-gel-toothpaste-bamboo-charcoal-mint.jpg,Beauty & Hygiene,Toothpaste,colgate beauty & hygiene toothpaste charcoal clean black gel toothpaste - bamboo charcoal & mint
400,P000401,4.53,Charcoal Clean Toothpaste,Colgate,286.0,https://www.bigbasket.com/media/uploads/p/l/1208942_2-colgate-charcoal-clean-toothpaste.jpg,Beauty & Hygiene,Toothpaste,colgate beauty & hygiene toothpaste charcoal clean toothpaste
401,P000402,4.06,"Charcoal Clean Black Gel Toothpaste - Bamboo Charcoal & Mint, Saver Pack",Colgate,276.0,https://www.bigbasket.com/media/uploads/p/l/40186854_2-colgate-charcoal-clean-black-gel-toothpaste-bamboo-charcoal-mint-saver-pack.jpg,Beauty & Hygiene,Toothpaste,"colgate beauty & hygiene toothpaste charcoal clean black gel toothpaste - bamboo charcoal & mint, saver pack"
402,P000403,2.55,Pumpkin - Organically Grown (Loose),Fresho,91.94,https://www.bigbasket.com/media/uploads/p/l/40023471_4-fresho-pumpkin-organically-grown.jpg,Fruits & Vegetables,Organic Vegetables,fresho fruits & vegetables organic vegetables pumpkin - organically grown (loose)
403,P000404,4.61,Jaggery Bucket,BB Royal,50.0,https://www.bigbasket.com/media/uploads/p/l/40211197_1-bb-royal-jaggery-bucket.jpg,"Foodgrains, Oil & Masala",Sugar & Jaggery,"bb royal foodgrains, oil & masala sugar & jaggery jaggery bucket"
404,P000405,4.59,Organic - Urad Whole 500g + Tur/Toor Dal 500g + Chana Dal 500g + Moong Dal 500g,BB Royal,408.0,https://www.bigbasket.com/media/uploads/p/l/1202084_1-bb-royal-organic-urad-whole-500g-turtoor-dal-500g-chana-dal-500g-moong-dal-500g.jpg,"Foodgrains, Oil & Masala",Organic Dals & Pulses,"bb royal foodgrains, oil & masala organic dals & pulses organic - urad whole 500g + tur/toor dal 500g + chana dal 500g + moong dal 500g"
405,P000406,4.5,"Steel Hook/Hanger Self Adhesive/Stickable - Leaf Shaped, BH 055",BB Home,109.0,https://www.bigbasket.com/media/uploads/p/l/40144767_2-bb-home-steel-hookhanger-self-adhesivestickable-leaf-shaped-bh-055.jpg,"Kitchen, Garden & Pets",Wall Hooks & Hangers,"bb home kitchen, garden & pets wall hooks & hangers steel hook/hanger self adhesive/stickable - leaf shaped, bh 055"
406,P000407,2.92,Til/Ellu - White,BB Royal,250.0,https://www.bigbasket.com/media/uploads/p/l/30009180_8-bb-royal-til-white.jpg,"Foodgrains, Oil & Masala",Whole Spices,"bb royal foodgrains, oil & masala whole spices til/ellu - white"
407,P000408,3.72,"bbPopular Almond Californian, Giri + Raisins Indian + bbRoyal Dry Dates (100 gm)",bb Combo,250.0,https://www.bigbasket.com/media/uploads/p/l/1206893_1-bb-combo-bbpopular-almond-californian-giri-raisins-indian-bbroyal-dry-dates-100-gm.jpg,"Foodgrains, Oil & Masala",Almonds,"bb combo foodgrains, oil & masala almonds bbpopular almond californian, giri + raisins indian + bbroyal dry dates (100 gm)"
