,order_item_id,order_id,product_id,user_id,quantity,item_price,total_price
5683,I00005684,O00002584,P000487,U000692,4,2985.0,11940.0
5684,I00005685,O00002584,P000137,U000692,5,6300.0,31500.0
5685,I00005686,O00002585,P000272,U001650,6,500.0,3000.0
5686,I00005687,O00002585,P000750,U001650,7,850.0,5950.0
5687,I00005688,O00002585,P000384,U001650,7,6000.0,42000.0
5688,I00005689,O00002585,P001707,U001650,4,6000.0,24000.0
5689,I00005690,O00002585,P000760,U001650,5,2740.0,13700.0
5690,I00005691,O00002586,P001319,U000127,6,12290.0,73740.0
5691,I00005692,O00002587,P000263,U008569,6,3200.0,19200.0
5692,I00005693,O00002588,P001335,U004229,5,1500.0,7500.0
5693,I00005694,O00002589,P001435,U007703,5,3050.0,15250.0
5694,I00005695,O00002589,P001386,U007703,4,2250.0,9000.0
5695,I00005696,O00002589,P000253,U007703,5,26000.0,130000.0
5696,I00005697,O00002589,P001528,U007703,6,2500.0,15000.0
5697,I00005698,O00002590,P001127,U002589,6,4400.0,26400.0
5698,I00005699,O00002591,P001750,U005576,4,1150.0,4600.0
5699,I00005700,O00002591,P000356,U005576,3,260.0,780.0
5700,I00005701,O00002592,P001475,U004898,4,3500.0,14000.0
5701,I00005702,O00002592,P000022,U004898,6,1580.0,9480.0
5702,I00005703,O00002592,P001560,U004898,6,3250.0,19500.0
5703,I00005704,O00002592,P000175,U004898,7,3100.0,21700.0
5704,I00005705,O00002592,P001805,U004898,4,3450.0,13800.0
5705,I00005706,O00002593,P001555,U008631,4,9990.0,39960.0
5706,I00005707,O00002593,P000516,U008631,6,1820.0,10920.0
5707,I00005708,O00002593,P001688,U008631,4,2500.0,10000.0
5708,I00005709,O00002594,P000211,U008988,7,18400.0,128800.0
5709,I00005710,O00002594,P000028,U008988,6,850.0,5100.0
5710,I00005711,O00002594,P001846,U008988,6,9000.0,54000.0
5711,I00005712,O00002595,P001321,U008322,5,1200.0,6000.0
5712,I00005713,O00002596,P000422,U006608,3,1940.0,5820.0
5713,I00005714,O00002596,P001023,U006608,7,10250.0,71750.0
5714,I00005715,O00002597,P001780,U009889,7,2350.0,16450.0
5715,I00005716,O00002597,P000883,U009889,7,4310.0,30170.0
5716,I00005717,O00002597,P001691,U009889,4,890.0,3560.0
5717,I00005718,O00002598,P000773,U000496,3,2350.0,7050.0
5718,I00005719,O00002599,P000982,U007756,6,4890.0,29340.0
5719,I00005720,O00002599,P001608,U007756,7,5000.0,35000.0
5720,I00005721,O00002599,P000195,U007756,4,880.0,3520.0
5721,I00005722,O00002599,P000502,U007756,7,8990.0,62930.0
5722,I00005723,O00002599,P001576,U007756,6,3000.0,18000.0
5723,I00005724,O00002600,P001271,U008090,6,2100.0,12600.0
5724,I00005725,O00002600,P001668,U008090,3,11000.0,33000.0
5725,I00005726,O00002600,P000740,U008090,5,650.0,3250.0
5726,I00005727,O00002601,P000558,U003681,3,2600.0,7800.0
5727,I00005728,O00002602,P000041,U008646,4,6500.0,26000.0
5728,I00005729,O00002602,P001699,U008646,3,3900.0,11700.0
5729,I00005730,O00002602,P000936,U008646,7,6990.0,48930.0
5730,I00005731,O00002602,P000289,U008646,3,4250.0,12750.0
5731,I00005732,O00002603,P000094,U007268,6,3766.0,22596.0
5732,I00005733,O00002603,P001062,U007268,3,2700.0,8100.0
5733,I00005734,O00002604,P001250,U009725,7,9990.0,69930.0
5734,I00005735,O00002604,P001791,U009725,6,3780.0,22680.0
5735,I00005736,O00002604,P001589,U009725,5,3600.0,18000.0
5736,I00005737,O00002605,P000956,U004199,6,490.0,2940.0
5737,I00005738,O00002605,P000413,U004199,4,7400.0,29600.0
5738,I00005739,O00002605,P001835,U004199,4,4290.0,17160.0
5739,I00005740,O00002606,P000824,U000539,3,1150.0,3450.0
5740,I00005741,O00002607,P000534,U000707,6,1990.0,11940.0
5741,I00005742,O00002607,P000182,U000707,7,31490.0,220430.0
5742,I00005743,O00002608,P000141,U002462,3,4300.0,12900.0
5743,I00005744,O00002608,P001294,U002462,6,7490.0,44940.0
5744,I00005745,O00002608,P000427,U002462,4,12750.0,51000.0
5745,I00005746,O00002608,P001704,U002462,4,2500.0,10000.0
5746,I00005747,O00002608,P001695,U002462,4,3740.0,14960.0
5747,I00005748,O00002609,P000559,U002184,3,2780.0,8340.0
5748,I00005749,O00002609,P001354,U002184,6,1200.0,7200.0
5749,I00005750,O00002610,P001605,U001133,3,8550.0,25650.0
5750,I00005751,O00002610,P000507,U001133,3,2900.0,8700.0
5751,I00005752,O00002611,P000542,U005680,3,400.0,1200.0
5752,I00005753,O00002611,P001761,U005680,4,3780.0,15120.0
5753,I00005754,O00002612,P000211,U008176,7,18400.0,128800.0
5754,I00005755,O00002612,P001769,U008176,7,2500.0,17500.0
5755,I00005756,O00002612,P000621,U008176,4,5000.0,20000.0
5756,I00005757,O00002613,P001685,U007497,6,1300.0,7800.0
5757,I00005758,O00002614,P000515,U001425,4,3320.0,13280.0
5758,I00005759,O00002615,P001999,U005471,3,1090.0,3270.0
5759,I00005760,O00002615,P000205,U005471,6,1200.0,7200.0
5760,I00005761,O00002615,P000345,U005471,4,620.0,2480.0
5761,I00005762,O00002615,P001167,U005471,3,1790.0,5370.0
5762,I00005763,O00002615,P000726,U005471,5,880.0,4400.0
5763,I00005764,O00002616,P001577,U006090,5,3990.0,19950.0
5764,I00005765,O00002616,P001998,U006090,3,6500.0,19500.0
5765,I00005766,O00002617,P001721,U006318,6,2500.0,15000.0
5766,I00005767,O00002618,P001757,U003196,5,25000.0,125000.0
5767,I00005768,O00002619,P000006,U001686,3,2500.0,7500.0
5768,I00005769,O00002619,P000002,U001686,7,17435.0,122045.0
5769,I00005770,O00002620,P000940,U003554,7,1450.0,10150.0
5770,I00005771,O00002620,P000541,U003554,3,7600.0,22800.0
5771,I00005772,O00002620,P000549,U003554,5,7150.0,35750.0
5772,I00005773,O00002620,P000031,U003554,3,630.0,1890.0
5773,I00005774,O00002620,P001976,U003554,5,2650.0,13250.0
5774,I00005775,O00002621,P000019,U003007,6,550.0,3300.0
5775,I00005776,O00002621,P001861,U003007,4,30500.0,122000.0
5776,I00005777,O00002621,P001122,U003007,4,2600.0,10400.0
5777,I00005778,O00002621,P000959,U003007,4,2210.0,8840.0
5778,I00005779,O00002622,P001257,U006173,6,2070.0,12420.0
5779,I00005780,O00002622,P000067,U006173,5,1040.0,5200.0
5780,I00005781,O00002622,P000621,U006173,4,5000.0,20000.0
5781,I00005782,O00002622,P001374,U006173,5,1390.0,6950.0
5782,I00005783,O00002622,P001664,U006173,5,2750.0,13750.0
5783,I00005784,O00002623,P000677,U005346,5,2450.0,12250.0
5784,I00005785,O00002624,P000790,U006947,4,3050.0,12200.0
5785,I00005786,O00002625,P000013,U000182,3,4700.0,14100.0
5786,I00005787,O00002625,P000684,U000182,7,6750.0,47250.0
5787,I00005788,O00002626,P001285,U009369,4,1190.0,4760.0
5788,I00005789,O00002626,P000183,U009369,7,23990.0,167930.0
5789,I00005790,O00002626,P001305,U009369,5,8990.0,44950.0
5790,I00005791,O00002627,P000537,U001858,4,9900.0,39600.0
5791,I00005792,O00002627,P000329,U001858,3,750.0,2250.0
5792,I00005793,O00002627,P001790,U001858,3,2250.0,6750.0
5793,I00005794,O00002628,P000678,U005544,7,15990.0,111930.0
5794,I00005795,O00002629,P001223,U006328,6,3200.0,19200.0
5795,I00005796,O00002629,P001901,U006328,4,3090.0,12360.0
5796,I00005797,O00002629,P000626,U006328,3,600.0,1800.0
5797,I00005798,O00002630,P001082,U005486,7,2290.0,16030.0
5798,I00005799,O00002631,P000279,U001824,6,6050.0,36300.0
5799,I00005800,O00002631,P000082,U001824,3,4545.0,13635.0
5800,I00005801,O00002632,P000144,U001584,5,1400.0,7000.0
5801,I00005802,O00002632,P001796,U001584,3,1900.0,5700.0
5802,I00005803,O00002632,P001431,U001584,6,6700.0,40200.0
5803,I00005804,O00002633,P000662,U003768,3,3150.0,9450.0
5804,I00005805,O00002633,P000413,U003768,5,7400.0,37000.0
5805,I00005806,O00002633,P001203,U003768,7,2990.0,20930.0
5806,I00005807,O00002634,P001723,U009437,4,1700.0,6800.0
5807,I00005808,O00002635,P001724,U005839,3,2480.0,7440.0
5808,I00005809,O00002636,P000104,U008440,6,961.0,5766.0
5809,I00005810,O00002636,P001489,U008440,4,2250.0,9000.0
5810,I00005811,O00002637,P000829,U001884,7,50.0,350.0
5811,I00005812,O00002637,P001747,U001884,5,7650.0,38250.0
5812,I00005813,O00002637,P000980,U001884,7,8350.0,58450.0
5813,I00005814,O00002638,P001098,U007749,5,2100.0,10500.0
5814,I00005815,O00002638,P000739,U007749,7,2250.0,15750.0
5815,I00005816,O00002639,P000488,U001540,3,2280.0,6840.0
5816,I00005817,O00002639,P001836,U001540,4,14580.0,58320.0
5817,I00005818,O00002640,P001149,U005516,5,1050.0,5250.0
5818,I00005819,O00002640,P001087,U005516,6,8250.0,49500.0
5819,I00005820,O00002641,P001093,U005014,7,1800.0,12600.0
5820,I00005821,O00002641,P000619,U005014,6,1550.0,9300.0
5821,I00005822,O00002641,P001793,U005014,7,33000.0,231000.0
5822,I00005823,O00002642,P001645,U005929,4,2290.0,9160.0
5823,I00005824,O00002643,P000617,U001466,6,1200.0,7200.0
5824,I00005825,O00002643,P001929,U001466,3,2500.0,7500.0
5825,I00005826,O00002643,P001750,U001466,7,1150.0,8050.0
5826,I00005827,O00002644,P000002,U003319,5,17435.0,87175.0
5827,I00005828,O00002644,P000148,U003319,3,2990.0,8970.0
5828,I00005829,O00002644,P001861,U003319,7,30500.0,213500.0
5829,I00005830,O00002645,P000704,U002961,6,400.0,2400.0
5830,I00005831,O00002645,P000051,U002961,4,6200.0,24800.0
5831,I00005832,O00002645,P001481,U002961,3,6750.0,20250.0
5832,I00005833,O00002646,P001081,U003829,3,1900.0,5700.0
5833,I00005834,O00002646,P001122,U003829,3,2600.0,7800.0
5834,I00005835,O00002647,P001838,U008149,6,6500.0,39000.0
5835,I00005836,O00002648,P001990,U007744,7,750.0,5250.0
5836,I00005837,O00002648,P000401,U007744,5,2860.0,14300.0
5837,I00005838,O00002649,P000289,U004028,3,4250.0,12750.0
5838,I00005839,O00002649,P001366,U004028,3,4350.0,13050.0
5839,I00005840,O00002650,P001828,U000829,3,1250.0,3750.0
5840,I00005841,O00002650,P000703,U000829,7,9500.0,66500.0
5841,I00005842,O00002650,P001125,U000829,7,5900.0,41300.0
5842,I00005843,O00002651,P000133,U004973,3,600.0,1800.0
5843,I00005844,O00002651,P000783,U004973,7,5600.0,39200.0
5844,I00005845,O00002651,P001923,U004973,3,630.0,1890.0
5845,I00005846,O00002651,P000127,U004973,5,1013.0,5065.0
5846,I00005847,O00002651,P001132,U004973,5,3190.0,15950.0
5847,I00005848,O00002652,P001597,U000620,5,2200.0,11000.0
5848,I00005849,O00002652,P001809,U000620,3,2490.0,7470.0
5849,I00005850,O00002653,P000384,U008594,5,6000.0,30000.0
5850,I00005851,O00002653,P000163,U008594,7,11970.0,83790.0
5851,I00005852,O00002653,P001616,U008594,7,250.0,1750.0
5852,I00005853,O00002654,P001567,U007805,3,3450.0,10350.0
5853,I00005854,O00002654,P001729,U007805,6,3780.0,22680.0
5854,I00005855,O00002654,P001357,U007805,7,1190.0,8330.0
5855,I00005856,O00002655,P000389,U009380,4,750.0,3000.0
5856,I00005857,O00002656,P001957,U008019,7,1200.0,8400.0
5857,I00005858,O00002656,P001826,U008019,3,7910.0,23730.0
5858,I00005859,O00002656,P000490,U008019,6,2500.0,15000.0
5859,I00005860,O00002656,P000717,U008019,4,200.0,800.0
5860,I00005861,O00002656,P001191,U008019,3,8700.0,26100.0
5861,I00005862,O00002657,P001459,U003603,5,8750.0,43750.0
5862,I00005863,O00002657,P000328,U003603,7,3000.0,21000.0
5863,I00005864,O00002658,P001493,U005564,4,1800.0,7200.0
5864,I00005865,O00002659,P000069,U001747,4,460.0,1840.0
5865,I00005866,O00002659,P000499,U001747,5,4500.0,22500.0
5866,I00005867,O00002659,P000302,U001747,6,185.0,1110.0
5867,I00005868,O00002659,P000253,U001747,7,26000.0,182000.0
5868,I00005869,O00002660,P001687,U009204,3,2250.0,6750.0
5869,I00005870,O00002661,P001677,U008467,7,3490.0,24430.0
5870,I00005871,O00002661,P000563,U008467,4,8200.0,32800.0
5871,I00005872,O00002662,P001844,U008133,7,2990.0,20930.0
5872,I00005873,O00002663,P000791,U005310,7,10780.0,75460.0
5873,I00005874,O00002664,P001750,U000712,3,1150.0,3450.0
5874,I00005875,O00002665,P001518,U005059,5,4990.0,24950.0
5875,I00005876,O00002665,P000836,U005059,5,120.0,600.0
5876,I00005877,O00002666,P000501,U001391,6,12640.0,75840.0
5877,I00005878,O00002666,P001663,U001391,5,3980.0,19900.0
5878,I00005879,O00002666,P000324,U001391,3,5390.0,16170.0
5879,I00005880,O00002667,P000028,U001151,3,850.0,2550.0
5880,I00005881,O00002667,P000942,U001151,5,800.0,4000.0
5881,I00005882,O00002667,P000249,U001151,3,1900.0,5700.0
5882,I00005883,O00002668,P001090,U005608,4,2630.0,10520.0
5883,I00005884,O00002668,P001699,U005608,5,3900.0,19500.0
5884,I00005885,O00002668,P001003,U005608,5,4850.0,24250.0
5885,I00005886,O00002669,P000858,U008755,4,6750.0,27000.0
5886,I00005887,O00002669,P001925,U008755,3,2100.0,6300.0
5887,I00005888,O00002669,P001465,U008755,3,5500.0,16500.0
5888,I00005889,O00002669,P000341,U008755,6,2800.0,16800.0
5889,I00005890,O00002669,P000462,U008755,5,3950.0,19750.0
5890,I00005891,O00002670,P000624,U007095,6,5840.0,35040.0
5891,I00005892,O00002670,P001370,U007095,6,800.0,4800.0
5892,I00005893,O00002671,P001296,U002928,3,3990.0,11970.0
5893,I00005894,O00002671,P000863,U002928,4,3200.0,12800.0
5894,I00005895,O00002672,P000253,U000404,5,26000.0,130000.0
5895,I00005896,O00002673,P000158,U000417,6,1800.0,10800.0
5896,I00005897,O00002673,P000225,U000417,7,6630.0,46410.0
5897,I00005898,O00002674,P000673,U002495,6,1020.0,6120.0
5898,I00005899,O00002674,P000990,U002495,3,1990.0,5970.0
5899,I00005900,O00002675,P000603,U004254,6,600.0,3600.0
5900,I00005901,O00002676,P000924,U006412,4,4750.0,19000.0
5901,I00005902,O00002676,P001759,U006412,4,8900.0,35600.0
5902,I00005903,O00002677,P000820,U004086,4,1490.0,5960.0
5903,I00005904,O00002677,P000892,U004086,4,1850.0,7400.0
5904,I00005905,O00002677,P001190,U004086,5,6300.0,31500.0
5905,I00005906,O00002677,P000262,U004086,4,2000.0,8000.0
5906,I00005907,O00002678,P001305,U003413,5,8990.0,44950.0
5907,I00005908,O00002679,P000387,U001707,5,3896.0,19480.0
5908,I00005909,O00002680,P001275,U001804,6,2000.0,12000.0
5909,I00005910,O00002680,P001124,U001804,5,1400.0,7000.0
5910,I00005911,O00002680,P001458,U001804,5,4250.0,21250.0
5911,I00005912,O00002680,P000625,U001804,4,1800.0,7200.0
5912,I00005913,O00002681,P000646,U006416,6,23980.0,143880.0
5913,I00005914,O00002681,P000873,U006416,7,600.0,4200.0
5914,I00005915,O00002682,P000754,U006584,5,2100.0,10500.0
5915,I00005916,O00002682,P001025,U006584,4,6050.0,24200.0
5916,I00005917,O00002682,P000878,U006584,4,6450.0,25800.0
5917,I00005918,O00002683,P000388,U000312,7,4990.0,34930.0
5918,I00005919,O00002684,P001729,U006948,7,3780.0,26460.0
5919,I00005920,O00002685,P001764,U007474,6,3650.0,21900.0
5920,I00005921,O00002685,P001642,U007474,5,2490.0,12450.0
5921,I00005922,O00002685,P001492,U007474,7,5410.0,37870.0
5922,I00005923,O00002686,P000547,U009218,5,6750.0,33750.0
5923,I00005924,O00002687,P001741,U005847,5,2990.0,14950.0
5924,I00005925,O00002688,P001717,U000631,3,9990.0,29970.0
5925,I00005926,O00002688,P000911,U000631,7,220.0,1540.0
5926,I00005927,O00002689,P001176,U004501,5,4500.0,22500.0
5927,I00005928,O00002689,P000621,U004501,4,5000.0,20000.0
5928,I00005929,O00002689,P001968,U004501,5,3950.0,19750.0
5929,I00005930,O00002690,P001018,U000599,4,3990.0,15960.0
5930,I00005931,O00002690,P000543,U000599,5,1200.0,6000.0
5931,I00005932,O00002690,P000236,U000599,6,990.0,5940.0
5932,I00005933,O00002691,P001174,U009555,6,6990.0,41940.0
5933,I00005934,O00002691,P000558,U009555,3,2600.0,7800.0
5934,I00005935,O00002691,P001223,U009555,6,3200.0,19200.0
5935,I00005936,O00002691,P000557,U009555,6,5500.0,33000.0
5936,I00005937,O00002692,P001842,U003554,3,7200.0,21600.0
5937,I00005938,O00002692,P000883,U003554,5,4310.0,21550.0
5938,I00005939,O00002692,P001595,U003554,7,2950.0,20650.0
5939,I00005940,O00002692,P000400,U003554,4,1430.0,5720.0
5940,I00005941,O00002693,P001427,U006838,5,800.0,4000.0
5941,I00005942,O00002694,P001565,U009794,4,14030.0,56120.0
5942,I00005943,O00002695,P001137,U000957,3,8480.0,25440.0
5943,I00005944,O00002695,P001848,U000957,5,9000.0,45000.0
5944,I00005945,O00002696,P000914,U005662,5,7250.0,36250.0
5945,I00005946,O00002696,P001333,U005662,7,2700.0,18900.0
5946,I00005947,O00002696,P001895,U005662,3,5650.0,16950.0
5947,I00005948,O00002696,P001175,U005662,3,4450.0,13350.0
5948,I00005949,O00002697,P001903,U006477,6,8130.0,48780.0
5949,I00005950,O00002697,P000424,U006477,5,4250.0,21250.0
5950,I00005951,O00002697,P000003,U006477,6,1100.0,6600.0
5951,I00005952,O00002697,P001793,U006477,7,33000.0,231000.0
5952,I00005953,O00002697,P000276,U006477,6,5700.0,34200.0
5953,I00005954,O00002698,P000697,U005218,3,750.0,2250.0
5954,I00005955,O00002698,P000878,U005218,6,6450.0,38700.0
5955,I00005956,O00002699,P000433,U004055,4,3990.0,15960.0
5956,I00005957,O00002699,P000801,U004055,5,12090.0,60450.0
5957,I00005958,O00002699,P001291,U004055,4,4500.0,18000.0
5958,I00005959,O00002699,P001167,U004055,5,1790.0,8950.0
5959,I00005960,O00002700,P001571,U008309,7,9950.0,69650.0
5960,I00005961,O00002700,P001686,U008309,7,3550.0,24850.0
5961,I00005962,O00002700,P000174,U008309,7,900.0,6300.0
5962,I00005963,O00002701,P001795,U008890,7,950.0,6650.0
5963,I00005964,O00002701,P001030,U008890,4,8182.0,32728.0
5964,I00005965,O00002701,P001296,U008890,5,3990.0,19950.0
5965,I00005966,O00002702,P001660,U007827,5,3500.0,17500.0
5966,I00005967,O00002702,P001655,U007827,4,5000.0,20000.0
5967,I00005968,O00002702,P000788,U007827,5,400.0,2000.0
5968,I00005969,O00002702,P001927,U007827,6,6500.0,39000.0
5969,I00005970,O00002702,P001207,U007827,5,6500.0,32500.0
5970,I00005971,O00002702,P000801,U007827,6,12090.0,72540.0
5971,I00005972,O00002703,P001111,U007756,6,3990.0,23940.0
5972,I00005973,O00002703,P001940,U007756,3,3990.0,11970.0
5973,I00005974,O00002703,P001449,U007756,7,1990.0,13930.0
5974,I00005975,O00002704,P001756,U001093,5,7980.0,39900.0
5975,I00005976,O00002704,P001564,U001093,7,2450.0,17150.0
5976,I00005977,O00002705,P000239,U003958,7,3980.0,27860.0
5977,I00005978,O00002706,P000509,U008580,3,1450.0,4350.0
5978,I00005979,O00002706,P001911,U008580,3,9990.0,29970.0
5979,I00005980,O00002706,P000786,U008580,6,2250.0,13500.0
5980,I00005981,O00002707,P001255,U000613,6,5980.0,35880.0
5981,I00005982,O00002708,P001922,U004977,4,2000.0,8000.0
5982,I00005983,O00002709,P001180,U009868,6,1490.0,8940.0
5983,I00005984,O00002709,P000112,U009868,4,350.0,1400.0
5984,I00005985,O00002709,P001653,U009868,5,5400.0,27000.0
5985,I00005986,O00002710,P000810,U003810,4,7980.0,31920.0
5986,I00005987,O00002710,P000280,U003810,7,1600.0,11200.0
5987,I00005988,O00002710,P001967,U003810,3,2500.0,7500.0
5988,I00005989,O00002711,P001150,U002183,7,1970.0,13790.0
5989,I00005990,O00002712,P001423,U009969,4,6990.0,27960.0
5990,I00005991,O00002712,P000882,U009969,7,11250.0,78750.0
5991,I00005992,O00002713,P001305,U006551,4,8990.0,35960.0
5992,I00005993,O00002714,P000551,U008694,5,7150.0,35750.0
5993,I00005994,O00002714,P000748,U008694,6,2750.0,16500.0
5994,I00005995,O00002715,P001833,U009395,4,10000.0,40000.0
5995,I00005996,O00002715,P000697,U009395,6,750.0,4500.0
5996,I00005997,O00002715,P001115,U009395,6,2800.0,16800.0
5997,I00005998,O00002715,P000040,U009395,6,1350.0,8100.0
5998,I00005999,O00002715,P000769,U009395,3,1500.0,4500.0
5999,I00006000,O00002716,P001026,U004648,7,2800.0,19600.0
6000,I00006001,O00002717,P001940,U005343,3,3990.0,11970.0
6001,I00006002,O00002717,P000340,U005343,7,1120.0,7840.0
6002,I00006003,O00002717,P001225,U005343,7,8780.0,61460.0
6003,I00006004,O00002717,P000347,U005343,3,2500.0,7500.0
6004,I00006005,O00002718,P000032,U000262,3,1730.0,5190.0
6005,I00006006,O00002718,P001742,U000262,7,7500.0,52500.0
6006,I00006007,O00002718,P000060,U000262,5,7850.0,39250.0
6007,I00006008,O00002719,P000424,U009781,3,4250.0,12750.0
6008,I00006009,O00002719,P001077,U009781,5,6600.0,33000.0
6009,I00006010,O00002720,P001673,U000545,4,1890.0,7560.0
6010,I00006011,O00002720,P000700,U000545,5,800.0,4000.0
6011,I00006012,O00002720,P000529,U000545,6,1000.0,6000.0
6012,I00006013,O00002721,P001938,U000493,7,13500.0,94500.0
6013,I00006014,O00002721,P000340,U000493,4,1120.0,4480.0
6014,I00006015,O00002721,P001736,U000493,3,4500.0,13500.0
6015,I00006016,O00002722,P001055,U000837,7,7450.0,52150.0
6016,I00006017,O00002722,P001355,U000837,7,1090.0,7630.0
6017,I00006018,O00002722,P001585,U000837,6,8990.0,53940.0
6018,I00006019,O00002723,P000773,U005560,7,2350.0,16450.0
6019,I00006020,O00002724,P000504,U003060,4,1600.0,6400.0
6020,I00006021,O00002724,P000017,U003060,3,140.0,420.0
6021,I00006022,O00002724,P000042,U003060,7,3600.0,25200.0
6022,I00006023,O00002725,P000178,U006638,5,7143.0,35715.0
6023,I00006024,O00002725,P001871,U006638,3,2990.0,8970.0
6024,I00006025,O00002726,P000128,U006293,3,7500.0,22500.0
6025,I00006026,O00002727,P001658,U001850,5,950.0,4750.0
6026,I00006027,O00002727,P000470,U001850,3,300.0,900.0
6027,I00006028,O00002727,P001194,U001850,4,1290.0,5160.0
6028,I00006029,O00002728,P001835,U006250,6,4290.0,25740.0
6029,I00006030,O00002728,P000691,U006250,7,750.0,5250.0
6030,I00006031,O00002728,P001962,U006250,3,7000.0,21000.0
6031,I00006032,O00002728,P001160,U006250,7,2800.0,19600.0
6032,I00006033,O00002729,P001323,U001102,5,2750.0,13750.0
6033,I00006034,O00002729,P001269,U001102,6,4500.0,27000.0
6034,I00006035,O00002729,P000709,U001102,6,1990.0,11940.0
6035,I00006036,O00002730,P001800,U002329,3,3650.0,10950.0
6036,I00006037,O00002731,P001564,U009318,5,2450.0,12250.0
6037,I00006038,O00002731,P001190,U009318,3,6300.0,18900.0
6038,I00006039,O00002731,P001544,U009318,4,4340.0,17360.0
6039,I00006040,O00002732,P001989,U009620,5,1400.0,7000.0
6040,I00006041,O00002732,P001815,U009620,4,1950.0,7800.0
6041,I00006042,O00002732,P001936,U009620,4,3250.0,13000.0
6042,I00006043,O00002733,P001729,U003310,5,3780.0,18900.0
6043,I00006044,O00002734,P000890,U002617,6,950.0,5700.0
6044,I00006045,O00002735,P001497,U008202,7,2660.0,18620.0
6045,I00006046,O00002735,P001545,U008202,3,2750.0,8250.0
6046,I00006047,O00002735,P001964,U008202,6,1550.0,9300.0
6047,I00006048,O00002735,P000941,U008202,3,12580.0,37740.0
6048,I00006049,O00002736,P001135,U003329,5,6600.0,33000.0
6049,I00006050,O00002737,P000578,U009369,7,13200.0,92400.0
6050,I00006051,O00002737,P000591,U009369,7,1250.0,8750.0
6051,I00006052,O00002737,P000882,U009369,3,11250.0,33750.0
6052,I00006053,O00002737,P000730,U009369,7,2070.0,14490.0
6053,I00006054,O00002738,P000192,U005171,3,3000.0,9000.0
6054,I00006055,O00002738,P001176,U005171,3,4500.0,13500.0
6055,I00006056,O00002739,P001348,U008483,5,4300.0,21500.0
6056,I00006057,O00002739,P000444,U008483,7,550.0,3850.0
6057,I00006058,O00002739,P000090,U008483,6,380.0,2280.0
6058,I00006059,O00002739,P000933,U008483,4,11330.0,45320.0
6059,I00006060,O00002740,P000440,U007480,6,14580.0,87480.0
6060,I00006061,O00002740,P000579,U007480,6,6700.0,40200.0
6061,I00006062,O00002740,P001940,U007480,6,3990.0,23940.0
6062,I00006063,O00002741,P001277,U007790,7,1900.0,13300.0
6063,I00006064,O00002741,P000707,U007790,3,1510.0,4530.0
6064,I00006065,O00002742,P000172,U004502,3,7922.0,23766.0
6065,I00006066,O00002743,P000794,U004029,3,4750.0,14250.0
6066,I00006067,O00002743,P001022,U004029,5,2250.0,11250.0
6067,I00006068,O00002744,P001586,U001101,5,1600.0,8000.0
6068,I00006069,O00002745,P000205,U007840,4,1200.0,4800.0
6069,I00006070,O00002746,P001572,U001282,4,750.0,3000.0
6070,I00006071,O00002746,P000570,U001282,6,2250.0,13500.0
6071,I00006072,O00002746,P000080,U001282,3,1500.0,4500.0
6072,I00006073,O00002747,P000532,U005050,7,5400.0,37800.0
6073,I00006074,O00002747,P001131,U005050,5,2200.0,11000.0
6074,I00006075,O00002748,P001089,U005410,4,4440.0,17760.0
6075,I00006076,O00002749,P001806,U006884,3,3990.0,11970.0
6076,I00006077,O00002749,P001856,U006884,4,15840.0,63360.0
6077,I00006078,O00002750,P001917,U006523,3,1800.0,5400.0
6078,I00006079,O00002751,P001567,U006826,6,3450.0,20700.0
6079,I00006080,O00002752,P000276,U009649,7,5700.0,39900.0
6080,I00006081,O00002752,P000052,U009649,6,1890.0,11340.0
6081,I00006082,O00002752,P001116,U009649,6,500.0,3000.0
6082,I00006083,O00002752,P001075,U009649,6,190.0,1140.0
6083,I00006084,O00002753,P000083,U002054,5,12360.0,61800.0
6084,I00006085,O00002753,P001501,U002054,5,6200.0,31000.0
6085,I00006086,O00002754,P001055,U007479,7,7450.0,52150.0
6086,I00006087,O00002754,P001850,U007479,3,2600.0,7800.0
6087,I00006088,O00002754,P000018,U007479,4,1680.0,6720.0
6088,I00006089,O00002755,P000371,U004118,6,8300.0,49800.0
6089,I00006090,O00002755,P001598,U004118,6,2490.0,14940.0
6090,I00006091,O00002755,P000320,U004118,6,6400.0,38400.0
6091,I00006092,O00002756,P000101,U001722,4,1390.0,5560.0
6092,I00006093,O00002756,P001967,U001722,7,2500.0,17500.0
6093,I00006094,O00002757,P000269,U009618,6,4120.0,24720.0
6094,I00006095,O00002757,P001321,U009618,6,1200.0,7200.0
6095,I00006096,O00002757,P000401,U009618,5,2860.0,14300.0
6096,I00006097,O00002758,P000976,U005788,4,200.0,800.0
6097,I00006098,O00002758,P001712,U005788,4,7630.0,30520.0
6098,I00006099,O00002758,P001050,U005788,6,4900.0,29400.0
6099,I00006100,O00002759,P001263,U006090,5,4750.0,23750.0
6100,I00006101,O00002759,P000514,U006090,7,4100.0,28700.0
6101,I00006102,O00002760,P000934,U005688,7,500.0,3500.0
6102,I00006103,O00002760,P000135,U005688,7,400.0,2800.0
6103,I00006104,O00002761,P001919,U008393,5,6990.0,34950.0
6104,I00006105,O00002761,P001672,U008393,6,950.0,5700.0
6105,I00006106,O00002762,P001683,U006302,3,2490.0,7470.0
6106,I00006107,O00002763,P001112,U009554,7,750.0,5250.0
6107,I00006108,O00002763,P000078,U009554,4,11990.0,47960.0
